location,date,vaccine,total_vaccinations
France,2/26/2021,Pfizer/BioNTech,4133995
France,2/27/2021,Moderna,205428
France,2/27/2021,Oxford/AstraZeneca,290421
France,2/27/2021,Pfizer/BioNTech,4170105
France,2/28/2021,Moderna,205555
France,2/28/2021,Oxford/AstraZeneca,292764
France,2/28/2021,Pfizer/BioNTech,4177724
France,3/1/2021,Moderna,214276
France,3/1/2021,Oxford/AstraZeneca,312667
France,3/1/2021,Pfizer/BioNTech,4265493
France,3/2/2021,Moderna,225312
France,3/2/2021,Oxford/AstraZeneca,350989
France,3/2/2021,Pfizer/BioNTech,4381719
France,3/3/2021,Moderna,236439
France,3/3/2021,Oxford/AstraZeneca,398783
France,3/3/2021,Pfizer/BioNTech,4501931
France,3/4/2021,Moderna,248477
France,3/4/2021,Oxford/AstraZeneca,479850
France,3/4/2021,Pfizer/BioNTech,4638036
France,3/5/2021,Moderna,260306
France,3/5/2021,Oxford/AstraZeneca,596750
France,3/5/2021,Pfizer/BioNTech,4770532
France,3/6/2021,Moderna,266609
France,3/6/2021,Oxford/AstraZeneca,715615
France,3/6/2021,Pfizer/BioNTech,4868037
France,3/7/2021,Moderna,268921
France,3/7/2021,Oxford/AstraZeneca,770088
France,3/7/2021,Pfizer/BioNTech,4936449
France,3/8/2021,Moderna,281200
France,3/8/2021,Oxford/AstraZeneca,812122
France,3/8/2021,Pfizer/BioNTech,5037747
France,3/9/2021,Moderna,296892
France,3/9/2021,Oxford/AstraZeneca,890066
France,3/9/2021,Pfizer/BioNTech,5170478
France,3/10/2021,Moderna,312862
France,3/10/2021,Oxford/AstraZeneca,969831
France,3/10/2021,Pfizer/BioNTech,5307577
France,3/11/2021,Moderna,331122
France,3/11/2021,Oxford/AstraZeneca,1096914
France,3/11/2021,Pfizer/BioNTech,5464724
France,3/12/2021,Moderna,347009
France,3/12/2021,Oxford/AstraZeneca,1278045
France,3/12/2021,Pfizer/BioNTech,5612150
France,3/13/2021,Moderna,359389
France,3/13/2021,Oxford/AstraZeneca,1408930
France,3/13/2021,Pfizer/BioNTech,5712399
France,3/14/2021,Moderna,364544
France,3/14/2021,Oxford/AstraZeneca,1422666
France,3/14/2021,Pfizer/BioNTech,5759066
France,3/15/2021,Moderna,378664
France,3/15/2021,Oxford/AstraZeneca,1474022
France,3/15/2021,Pfizer/BioNTech,5882017
France,3/16/2021,Moderna,399738
France,3/16/2021,Oxford/AstraZeneca,1474945
France,3/16/2021,Pfizer/BioNTech,6038806
France,3/17/2021,Moderna,423601
France,3/17/2021,Oxford/AstraZeneca,1475577
France,3/17/2021,Pfizer/BioNTech,6201137
France,3/18/2021,Moderna,451462
France,3/18/2021,Oxford/AstraZeneca,1476766
France,3/18/2021,Pfizer/BioNTech,6381734
France,3/19/2021,Moderna,478881
France,3/19/2021,Oxford/AstraZeneca,1546215
France,3/19/2021,Pfizer/BioNTech,6548865
France,3/20/2021,Moderna,505564
France,3/20/2021,Oxford/AstraZeneca,1610659
France,3/20/2021,Pfizer/BioNTech,6633981
France,3/21/2021,Moderna,523181
France,3/21/2021,Oxford/AstraZeneca,1616150
France,3/21/2021,Pfizer/BioNTech,6662228
France,3/22/2021,Moderna,543648
France,3/22/2021,Oxford/AstraZeneca,1652918
France,3/22/2021,Pfizer/BioNTech,6806331
France,3/23/2021,Moderna,570098
France,3/23/2021,Oxford/AstraZeneca,1736423
France,3/23/2021,Pfizer/BioNTech,6985333
France,3/24/2021,Moderna,598631
France,3/24/2021,Oxford/AstraZeneca,1826254
France,3/24/2021,Pfizer/BioNTech,7163963
France,3/25/2021,Moderna,629923
France,3/25/2021,Oxford/AstraZeneca,1974756
France,3/25/2021,Pfizer/BioNTech,7366231
France,3/26/2021,Moderna,660764
France,3/26/2021,Oxford/AstraZeneca,2138677
France,3/26/2021,Pfizer/BioNTech,7567875
France,3/27/2021,Moderna,677711
France,3/27/2021,Oxford/AstraZeneca,2206165
France,3/27/2021,Pfizer/BioNTech,7692959
France,3/28/2021,Moderna,688195
France,3/28/2021,Oxford/AstraZeneca,2212385
France,3/28/2021,Pfizer/BioNTech,7738306
France,3/29/2021,Moderna,711118
France,3/29/2021,Oxford/AstraZeneca,2265825
France,3/29/2021,Pfizer/BioNTech,7916547
France,3/30/2021,Moderna,741286
France,3/30/2021,Oxford/AstraZeneca,2357979
France,3/30/2021,Pfizer/BioNTech,8145677
France,3/31/2021,Moderna,775338
France,3/31/2021,Oxford/AstraZeneca,2420512
France,3/31/2021,Pfizer/BioNTech,8381363
France,4/1/2021,Moderna,817798
France,4/1/2021,Oxford/AstraZeneca,2505407
France,4/1/2021,Pfizer/BioNTech,8651765
France,4/2/2021,Moderna,854960
France,4/2/2021,Oxford/AstraZeneca,2591375
France,4/2/2021,Pfizer/BioNTech,8898301
France,4/3/2021,Moderna,875269
France,4/3/2021,Oxford/AstraZeneca,2626714
France,4/3/2021,Pfizer/BioNTech,9043591
France,4/4/2021,Moderna,885347
France,4/4/2021,Oxford/AstraZeneca,2630109
France,4/4/2021,Pfizer/BioNTech,9093646
France,4/5/2021,Moderna,898278
France,4/5/2021,Oxford/AstraZeneca,2634352
France,4/5/2021,Pfizer/BioNTech,9146244
France,4/6/2021,Moderna,931940
France,4/6/2021,Oxford/AstraZeneca,2663325
France,4/6/2021,Pfizer/BioNTech,9404749
France,4/7/2021,Moderna,969696
France,4/7/2021,Oxford/AstraZeneca,2694900
France,4/7/2021,Pfizer/BioNTech,9707057
France,4/8/2021,Moderna,1014999
France,4/8/2021,Oxford/AstraZeneca,2772623
France,4/8/2021,Pfizer/BioNTech,10038037
France,4/9/2021,Moderna,1056981
France,4/9/2021,Oxford/AstraZeneca,2932858
France,4/9/2021,Pfizer/BioNTech,10356837
France,4/10/2021,Moderna,1085393
France,4/10/2021,Oxford/AstraZeneca,3007678
France,4/10/2021,Pfizer/BioNTech,10546363
France,4/11/2021,Moderna,1097478
France,4/11/2021,Oxford/AstraZeneca,3014742
France,4/11/2021,Pfizer/BioNTech,10616774
France,4/12/2021,Moderna,1125531
France,4/12/2021,Oxford/AstraZeneca,3065497
France,4/12/2021,Pfizer/BioNTech,10886877
France,4/13/2021,Moderna,1161048
France,4/13/2021,Oxford/AstraZeneca,3150870
France,4/13/2021,Pfizer/BioNTech,11215876
France,4/14/2021,Moderna,1194984
France,4/14/2021,Oxford/AstraZeneca,3217732
France,4/14/2021,Pfizer/BioNTech,11543800
France,4/15/2021,Moderna,1237565
France,4/15/2021,Oxford/AstraZeneca,3309773
France,4/15/2021,Pfizer/BioNTech,11888518
France,4/16/2021,Moderna,1277994
France,4/16/2021,Oxford/AstraZeneca,3421382
France,4/16/2021,Pfizer/BioNTech,12216790
France,4/17/2021,Moderna,1313502
France,4/17/2021,Oxford/AstraZeneca,3473947
France,4/17/2021,Pfizer/BioNTech,12404963
France,4/18/2021,Moderna,1333689
France,4/18/2021,Oxford/AstraZeneca,3483411
France,4/18/2021,Pfizer/BioNTech,12461155
France,4/19/2021,Moderna,1366428
France,4/19/2021,Oxford/AstraZeneca,3508089
France,4/19/2021,Pfizer/BioNTech,12744588
France,4/20/2021,Moderna,1406996
France,4/20/2021,Oxford/AstraZeneca,3553309
France,4/20/2021,Pfizer/BioNTech,13079905
France,4/21/2021,Moderna,1448340
France,4/21/2021,Oxford/AstraZeneca,3591785
France,4/21/2021,Pfizer/BioNTech,13417876
France,4/22/2021,Moderna,1496611
France,4/22/2021,Oxford/AstraZeneca,3646256
France,4/22/2021,Pfizer/BioNTech,13786108
France,4/23/2021,Johnson&Johnson,745
France,4/23/2021,Moderna,1546165
France,4/23/2021,Oxford/AstraZeneca,3716719
France,4/23/2021,Pfizer/BioNTech,14138992
France,4/24/2021,Johnson&Johnson,2297
France,4/24/2021,Moderna,1586373
France,4/24/2021,Oxford/AstraZeneca,3754207
France,4/24/2021,Pfizer/BioNTech,14359312
France,4/25/2021,Johnson&Johnson,2414
France,4/25/2021,Moderna,1604451
France,4/25/2021,Oxford/AstraZeneca,3760280
France,4/25/2021,Pfizer/BioNTech,14442311
France,4/26/2021,Johnson&Johnson,5242
France,4/26/2021,Moderna,1638515
France,4/26/2021,Oxford/AstraZeneca,3780028
France,4/26/2021,Pfizer/BioNTech,14759508
France,4/27/2021,Johnson&Johnson,14606
France,4/27/2021,Moderna,1681781
France,4/27/2021,Oxford/AstraZeneca,3814976
France,4/27/2021,Pfizer/BioNTech,15139818
France,4/28/2021,Johnson&Johnson,24364
France,4/28/2021,Moderna,1729545
France,4/28/2021,Oxford/AstraZeneca,3845165
France,4/28/2021,Pfizer/BioNTech,15529882
France,4/29/2021,Johnson&Johnson,40242
France,4/29/2021,Moderna,1784764
France,4/29/2021,Oxford/AstraZeneca,3895660
France,4/29/2021,Pfizer/BioNTech,15956295
France,4/30/2021,Johnson&Johnson,59315
France,4/30/2021,Moderna,1837660
France,4/30/2021,Oxford/AstraZeneca,3959135
France,4/30/2021,Pfizer/BioNTech,16372361
France,5/1/2021,Johnson&Johnson,61214
France,5/1/2021,Moderna,1862286
France,5/1/2021,Oxford/AstraZeneca,3970274
France,5/1/2021,Pfizer/BioNTech,16550426
France,5/2/2021,Johnson&Johnson,61654
France,5/2/2021,Moderna,1877953
France,5/2/2021,Oxford/AstraZeneca,3973570
France,5/2/2021,Pfizer/BioNTech,16658711
France,5/3/2021,Johnson&Johnson,66579
France,5/3/2021,Moderna,1916735
France,5/3/2021,Oxford/AstraZeneca,3989946
France,5/3/2021,Pfizer/BioNTech,17050883
France,5/4/2021,Johnson&Johnson,74832
France,5/4/2021,Moderna,1963729
France,5/4/2021,Oxford/AstraZeneca,4020813
France,5/4/2021,Pfizer/BioNTech,17498145
France,5/5/2021,Johnson&Johnson,80836
France,5/5/2021,Moderna,2011057
France,5/5/2021,Oxford/AstraZeneca,4049423
France,5/5/2021,Pfizer/BioNTech,17959466
France,5/6/2021,Johnson&Johnson,92098
France,5/6/2021,Moderna,2069502
France,5/6/2021,Oxford/AstraZeneca,4104193
France,5/6/2021,Pfizer/BioNTech,18446252
France,5/7/2021,Johnson&Johnson,111005
France,5/7/2021,Moderna,2127495
France,5/7/2021,Oxford/AstraZeneca,4175947
France,5/7/2021,Pfizer/BioNTech,18921037
France,5/8/2021,Johnson&Johnson,113261
France,5/8/2021,Moderna,2157348
France,5/8/2021,Oxford/AstraZeneca,4191196
France,5/8/2021,Pfizer/BioNTech,19149822
France,5/9/2021,Johnson&Johnson,113892
France,5/9/2021,Moderna,2178144
France,5/9/2021,Oxford/AstraZeneca,4195413
France,5/9/2021,Pfizer/BioNTech,19298428
France,5/10/2021,Johnson&Johnson,120987
France,5/10/2021,Moderna,2232576
France,5/10/2021,Oxford/AstraZeneca,4222375
France,5/10/2021,Pfizer/BioNTech,19742751
France,5/11/2021,Johnson&Johnson,135097
France,5/11/2021,Moderna,2296478
France,5/11/2021,Oxford/AstraZeneca,4274472
France,5/11/2021,Pfizer/BioNTech,20266781
France,5/12/2021,Johnson&Johnson,145049
France,5/12/2021,Moderna,2365112
France,5/12/2021,Oxford/AstraZeneca,4318620
France,5/12/2021,Pfizer/BioNTech,20799266
France,5/13/2021,Johnson&Johnson,146492
France,5/13/2021,Moderna,2421340
France,5/13/2021,Oxford/AstraZeneca,4324098
France,5/13/2021,Pfizer/BioNTech,21124106
France,5/14/2021,Johnson&Johnson,154074
France,5/14/2021,Moderna,2494722
France,5/14/2021,Oxford/AstraZeneca,4363876
France,5/14/2021,Pfizer/BioNTech,21613668
France,5/15/2021,Johnson&Johnson,157658
France,5/15/2021,Moderna,2567070
France,5/15/2021,Oxford/AstraZeneca,4391513
France,5/15/2021,Pfizer/BioNTech,21970010
France,5/16/2021,Johnson&Johnson,158011
France,5/16/2021,Moderna,2612584
France,5/16/2021,Oxford/AstraZeneca,4395003
France,5/16/2021,Pfizer/BioNTech,22140804
France,5/17/2021,Johnson&Johnson,162257
France,5/17/2021,Moderna,2669228
France,5/17/2021,Oxford/AstraZeneca,4422409
France,5/17/2021,Pfizer/BioNTech,22570005
France,5/18/2021,Johnson&Johnson,170816
France,5/18/2021,Moderna,2734801
France,5/18/2021,Oxford/AstraZeneca,4464923
France,5/18/2021,Pfizer/BioNTech,23053243
France,5/19/2021,Johnson&Johnson,176325
France,5/19/2021,Moderna,2801174
France,5/19/2021,Oxford/AstraZeneca,4505571
France,5/19/2021,Pfizer/BioNTech,23542153
France,5/20/2021,Johnson&Johnson,185502
France,5/20/2021,Moderna,2874487
France,5/20/2021,Oxford/AstraZeneca,4571027
France,5/20/2021,Pfizer/BioNTech,24049179
France,5/21/2021,Johnson&Johnson,198027
France,5/21/2021,Moderna,2948541
France,5/21/2021,Oxford/AstraZeneca,4648786
France,5/21/2021,Pfizer/BioNTech,24535998
France,5/22/2021,Johnson&Johnson,202960
France,5/22/2021,Moderna,3013794
France,5/22/2021,Oxford/AstraZeneca,4686725
France,5/22/2021,Pfizer/BioNTech,24848813
France,5/23/2021,Johnson&Johnson,203381
France,5/23/2021,Moderna,3051279
France,5/23/2021,Oxford/AstraZeneca,4689924
France,5/23/2021,Pfizer/BioNTech,24980624
France,5/24/2021,Johnson&Johnson,204316
France,5/24/2021,Moderna,3070129
France,5/24/2021,Oxford/AstraZeneca,4695419
France,5/24/2021,Pfizer/BioNTech,25245317
France,5/25/2021,Johnson&Johnson,211702
France,5/25/2021,Moderna,3102818
France,5/25/2021,Oxford/AstraZeneca,4745422
France,5/25/2021,Pfizer/BioNTech,25735130
France,5/26/2021,Johnson&Johnson,219233
France,5/26/2021,Moderna,3133256
France,5/26/2021,Oxford/AstraZeneca,4801016
France,5/26/2021,Pfizer/BioNTech,26227561
France,5/27/2021,Johnson&Johnson,233307
France,5/27/2021,Moderna,3168287
France,5/27/2021,Oxford/AstraZeneca,4884754
France,5/27/2021,Pfizer/BioNTech,26751950
France,5/28/2021,Johnson&Johnson,259555
France,5/28/2021,Moderna,3211434
France,5/28/2021,Oxford/AstraZeneca,4990947
France,5/28/2021,Pfizer/BioNTech,27254139
France,5/29/2021,Johnson&Johnson,270658
France,5/29/2021,Moderna,3249384
France,5/29/2021,Oxford/AstraZeneca,5054283
France,5/29/2021,Pfizer/BioNTech,27584909
France,5/30/2021,Johnson&Johnson,271519
France,5/30/2021,Moderna,3255642
France,5/30/2021,Oxford/AstraZeneca,5062895
France,5/30/2021,Pfizer/BioNTech,27706196
France,5/31/2021,Johnson&Johnson,283926
France,5/31/2021,Moderna,3301957
France,5/31/2021,Oxford/AstraZeneca,5100937
France,5/31/2021,Pfizer/BioNTech,28162977
France,6/1/2021,Johnson&Johnson,303657
France,6/1/2021,Moderna,3365924
France,6/1/2021,Oxford/AstraZeneca,5168701
France,6/1/2021,Pfizer/BioNTech,28674382
France,6/2/2021,Johnson&Johnson,317765
France,6/2/2021,Moderna,3421361
France,6/2/2021,Oxford/AstraZeneca,5229404
France,6/2/2021,Pfizer/BioNTech,29172713
France,6/3/2021,Johnson&Johnson,336757
France,6/3/2021,Moderna,3494649
France,6/3/2021,Oxford/AstraZeneca,5320126
France,6/3/2021,Pfizer/BioNTech,29696820
France,6/4/2021,Johnson&Johnson,358579
France,6/4/2021,Moderna,3582519
France,6/4/2021,Oxford/AstraZeneca,5429029
France,6/4/2021,Pfizer/BioNTech,30221522
France,6/5/2021,Johnson&Johnson,367778
France,6/5/2021,Moderna,3640077
France,6/5/2021,Oxford/AstraZeneca,5483000
France,6/5/2021,Pfizer/BioNTech,30586144
France,6/6/2021,Johnson&Johnson,368647
France,6/6/2021,Moderna,3650943
France,6/6/2021,Oxford/AstraZeneca,5488650
France,6/6/2021,Pfizer/BioNTech,30746291
France,6/7/2021,Johnson&Johnson,377183
France,6/7/2021,Moderna,3700860
France,6/7/2021,Oxford/AstraZeneca,5520882
France,6/7/2021,Pfizer/BioNTech,31242250
Germany,12/27/2020,Johnson&Johnson,0
Germany,12/27/2020,Moderna,1
Germany,12/27/2020,Oxford/AstraZeneca,0
Germany,12/27/2020,Pfizer/BioNTech,24101
Germany,12/28/2020,Johnson&Johnson,0
Germany,12/28/2020,Moderna,1
Germany,12/28/2020,Oxford/AstraZeneca,0
Germany,12/28/2020,Pfizer/BioNTech,42657
Germany,12/29/2020,Johnson&Johnson,0
Germany,12/29/2020,Moderna,1
Germany,12/29/2020,Oxford/AstraZeneca,0
Germany,12/29/2020,Pfizer/BioNTech,93508
Germany,12/30/2020,Johnson&Johnson,0
Germany,12/30/2020,Moderna,1
Germany,12/30/2020,Oxford/AstraZeneca,0
Germany,12/30/2020,Pfizer/BioNTech,156538
Germany,12/31/2020,Johnson&Johnson,0
Germany,12/31/2020,Moderna,1
Germany,12/31/2020,Oxford/AstraZeneca,0
Germany,12/31/2020,Pfizer/BioNTech,206737
Germany,1/1/2021,Johnson&Johnson,0
Germany,1/1/2021,Moderna,1
Germany,1/1/2021,Oxford/AstraZeneca,1
Germany,1/1/2021,Pfizer/BioNTech,225667
Germany,1/2/2021,Johnson&Johnson,0
Germany,1/2/2021,Moderna,1
Germany,1/2/2021,Oxford/AstraZeneca,1
Germany,1/2/2021,Pfizer/BioNTech,278211
Germany,1/3/2021,Johnson&Johnson,0
Germany,1/3/2021,Moderna,1
Germany,1/3/2021,Oxford/AstraZeneca,1
Germany,1/3/2021,Pfizer/BioNTech,302107
Germany,1/4/2021,Johnson&Johnson,0
Germany,1/4/2021,Moderna,1
Germany,1/4/2021,Oxford/AstraZeneca,1
Germany,1/4/2021,Pfizer/BioNTech,350279
Germany,1/5/2021,Johnson&Johnson,0
Germany,1/5/2021,Moderna,2
Germany,1/5/2021,Oxford/AstraZeneca,1
Germany,1/5/2021,Pfizer/BioNTech,404044
Germany,1/6/2021,Johnson&Johnson,0
Germany,1/6/2021,Moderna,8
Germany,1/6/2021,Oxford/AstraZeneca,3
Germany,1/6/2021,Pfizer/BioNTech,466692
Germany,1/7/2021,Johnson&Johnson,0
Germany,1/7/2021,Moderna,11
Germany,1/7/2021,Oxford/AstraZeneca,3
Germany,1/7/2021,Pfizer/BioNTech,522768
Germany,1/8/2021,Johnson&Johnson,0
Germany,1/8/2021,Moderna,60
Germany,1/8/2021,Oxford/AstraZeneca,3
Germany,1/8/2021,Pfizer/BioNTech,585755
Germany,1/9/2021,Johnson&Johnson,0
Germany,1/9/2021,Moderna,60
Germany,1/9/2021,Oxford/AstraZeneca,3
Germany,1/9/2021,Pfizer/BioNTech,647184
Germany,1/10/2021,Johnson&Johnson,0
Germany,1/10/2021,Moderna,60
Germany,1/10/2021,Oxford/AstraZeneca,3
Germany,1/10/2021,Pfizer/BioNTech,682694
Germany,1/11/2021,Johnson&Johnson,0
Germany,1/11/2021,Moderna,62
Germany,1/11/2021,Oxford/AstraZeneca,3
Germany,1/11/2021,Pfizer/BioNTech,750290
Germany,1/12/2021,Johnson&Johnson,0
Germany,1/12/2021,Moderna,69
Germany,1/12/2021,Oxford/AstraZeneca,4
Germany,1/12/2021,Pfizer/BioNTech,833291
Germany,1/13/2021,Johnson&Johnson,0
Germany,1/13/2021,Moderna,867
Germany,1/13/2021,Oxford/AstraZeneca,4
Germany,1/13/2021,Pfizer/BioNTech,944352
Germany,1/14/2021,Johnson&Johnson,0
Germany,1/14/2021,Moderna,5492
Germany,1/14/2021,Oxford/AstraZeneca,4
Germany,1/14/2021,Pfizer/BioNTech,1022954
Germany,1/15/2021,Johnson&Johnson,0
Germany,1/15/2021,Moderna,10953
Germany,1/15/2021,Oxford/AstraZeneca,9
Germany,1/15/2021,Pfizer/BioNTech,1109127
Germany,1/16/2021,Johnson&Johnson,0
Germany,1/16/2021,Moderna,12734
Germany,1/16/2021,Oxford/AstraZeneca,9
Germany,1/16/2021,Pfizer/BioNTech,1164952
Germany,1/17/2021,Johnson&Johnson,0
Germany,1/17/2021,Moderna,14039
Germany,1/17/2021,Oxford/AstraZeneca,10
Germany,1/17/2021,Pfizer/BioNTech,1212680
Germany,1/18/2021,Johnson&Johnson,0
Germany,1/18/2021,Moderna,18079
Germany,1/18/2021,Oxford/AstraZeneca,11
Germany,1/18/2021,Pfizer/BioNTech,1291280
Germany,1/19/2021,Johnson&Johnson,0
Germany,1/19/2021,Moderna,21583
Germany,1/19/2021,Oxford/AstraZeneca,25
Germany,1/19/2021,Pfizer/BioNTech,1405581
Germany,1/20/2021,Johnson&Johnson,0
Germany,1/20/2021,Moderna,24347
Germany,1/20/2021,Oxford/AstraZeneca,28
Germany,1/20/2021,Pfizer/BioNTech,1535038
Germany,1/21/2021,Johnson&Johnson,0
Germany,1/21/2021,Moderna,27091
Germany,1/21/2021,Oxford/AstraZeneca,28
Germany,1/21/2021,Pfizer/BioNTech,1640132
Germany,1/22/2021,Johnson&Johnson,0
Germany,1/22/2021,Moderna,29195
Germany,1/22/2021,Oxford/AstraZeneca,35
Germany,1/22/2021,Pfizer/BioNTech,1742114
Germany,1/23/2021,Johnson&Johnson,0
Germany,1/23/2021,Moderna,29578
Germany,1/23/2021,Oxford/AstraZeneca,36
Germany,1/23/2021,Pfizer/BioNTech,1826733
Germany,1/24/2021,Johnson&Johnson,0
Germany,1/24/2021,Moderna,29822
Germany,1/24/2021,Oxford/AstraZeneca,40
Germany,1/24/2021,Pfizer/BioNTech,1875709
Germany,1/25/2021,Johnson&Johnson,0
Germany,1/25/2021,Moderna,31553
Germany,1/25/2021,Oxford/AstraZeneca,42
Germany,1/25/2021,Pfizer/BioNTech,1965771
Germany,1/26/2021,Johnson&Johnson,0
Germany,1/26/2021,Moderna,33205
Germany,1/26/2021,Oxford/AstraZeneca,48
Germany,1/26/2021,Pfizer/BioNTech,2062836
Germany,1/27/2021,Johnson&Johnson,0
Germany,1/27/2021,Moderna,35161
Germany,1/27/2021,Oxford/AstraZeneca,56
Germany,1/27/2021,Pfizer/BioNTech,2172060
Germany,1/28/2021,Johnson&Johnson,0
Germany,1/28/2021,Moderna,36797
Germany,1/28/2021,Oxford/AstraZeneca,59
Germany,1/28/2021,Pfizer/BioNTech,2261645
Germany,1/29/2021,Johnson&Johnson,0
Germany,1/29/2021,Moderna,38202
Germany,1/29/2021,Oxford/AstraZeneca,64
Germany,1/29/2021,Pfizer/BioNTech,2369355
Germany,1/30/2021,Johnson&Johnson,0
Germany,1/30/2021,Moderna,39076
Germany,1/30/2021,Oxford/AstraZeneca,65
Germany,1/30/2021,Pfizer/BioNTech,2457004
Germany,1/31/2021,Johnson&Johnson,0
Germany,1/31/2021,Moderna,39453
Germany,1/31/2021,Oxford/AstraZeneca,68
Germany,1/31/2021,Pfizer/BioNTech,2513138
Germany,2/1/2021,Johnson&Johnson,0
Germany,2/1/2021,Moderna,41662
Germany,2/1/2021,Oxford/AstraZeneca,119
Germany,2/1/2021,Pfizer/BioNTech,2631506
Germany,2/2/2021,Johnson&Johnson,0
Germany,2/2/2021,Moderna,44529
Germany,2/2/2021,Oxford/AstraZeneca,132
Germany,2/2/2021,Pfizer/BioNTech,2760565
Germany,2/3/2021,Johnson&Johnson,1
Germany,2/3/2021,Moderna,50915
Germany,2/3/2021,Oxford/AstraZeneca,156
Germany,2/3/2021,Pfizer/BioNTech,2913833
Germany,2/4/2021,Johnson&Johnson,1
Germany,2/4/2021,Moderna,56785
Germany,2/4/2021,Oxford/AstraZeneca,161
Germany,2/4/2021,Pfizer/BioNTech,3039802
Germany,2/5/2021,Johnson&Johnson,1
Germany,2/5/2021,Moderna,63180
Germany,2/5/2021,Oxford/AstraZeneca,169
Germany,2/5/2021,Pfizer/BioNTech,3178350
Germany,2/6/2021,Johnson&Johnson,1
Germany,2/6/2021,Moderna,65705
Germany,2/6/2021,Oxford/AstraZeneca,170
Germany,2/6/2021,Pfizer/BioNTech,3276112
Germany,2/7/2021,Johnson&Johnson,1
Germany,2/7/2021,Moderna,68103
Germany,2/7/2021,Oxford/AstraZeneca,172
Germany,2/7/2021,Pfizer/BioNTech,3327994
Germany,2/8/2021,Johnson&Johnson,1
Germany,2/8/2021,Moderna,72074
Germany,2/8/2021,Oxford/AstraZeneca,196
Germany,2/8/2021,Pfizer/BioNTech,3433937
Germany,2/9/2021,Johnson&Johnson,1
Germany,2/9/2021,Moderna,76008
Germany,2/9/2021,Oxford/AstraZeneca,311
Germany,2/9/2021,Pfizer/BioNTech,3563803
Germany,2/10/2021,Johnson&Johnson,1
Germany,2/10/2021,Moderna,80021
Germany,2/10/2021,Oxford/AstraZeneca,7341
Germany,2/10/2021,Pfizer/BioNTech,3704718
Germany,2/11/2021,Johnson&Johnson,3
Germany,2/11/2021,Moderna,87167
Germany,2/11/2021,Oxford/AstraZeneca,22773
Germany,2/11/2021,Pfizer/BioNTech,3823407
Germany,2/12/2021,Johnson&Johnson,5
Germany,2/12/2021,Moderna,96986
Germany,2/12/2021,Oxford/AstraZeneca,37149
Germany,2/12/2021,Pfizer/BioNTech,3956699
Germany,2/13/2021,Johnson&Johnson,6
Germany,2/13/2021,Moderna,100172
Germany,2/13/2021,Oxford/AstraZeneca,49956
Germany,2/13/2021,Pfizer/BioNTech,4048389
Germany,2/14/2021,Johnson&Johnson,7
Germany,2/14/2021,Moderna,102617
Germany,2/14/2021,Oxford/AstraZeneca,57206
Germany,2/14/2021,Pfizer/BioNTech,4103961
Germany,2/15/2021,Johnson&Johnson,8
Germany,2/15/2021,Moderna,107589
Germany,2/15/2021,Oxford/AstraZeneca,72015
Germany,2/15/2021,Pfizer/BioNTech,4211049
Germany,2/16/2021,Johnson&Johnson,9
Germany,2/16/2021,Moderna,113380
Germany,2/16/2021,Oxford/AstraZeneca,95661
Germany,2/16/2021,Pfizer/BioNTech,4318325
Germany,2/17/2021,Johnson&Johnson,10
Germany,2/17/2021,Moderna,121167
Germany,2/17/2021,Oxford/AstraZeneca,115390
Germany,2/17/2021,Pfizer/BioNTech,4440139
Germany,2/18/2021,Johnson&Johnson,11
Germany,2/18/2021,Moderna,129179
Germany,2/18/2021,Oxford/AstraZeneca,139116
Germany,2/18/2021,Pfizer/BioNTech,4551180
Germany,2/19/2021,Johnson&Johnson,12
Germany,2/19/2021,Moderna,139162
Germany,2/19/2021,Oxford/AstraZeneca,164550
Germany,2/19/2021,Pfizer/BioNTech,4670465
Germany,2/20/2021,Johnson&Johnson,13
Germany,2/20/2021,Moderna,143689
Germany,2/20/2021,Oxford/AstraZeneca,186215
Germany,2/20/2021,Pfizer/BioNTech,4757717
Germany,2/21/2021,Johnson&Johnson,14
Germany,2/21/2021,Moderna,146917
Germany,2/21/2021,Oxford/AstraZeneca,201510
Germany,2/21/2021,Pfizer/BioNTech,4825345
Germany,2/22/2021,Johnson&Johnson,15
Germany,2/22/2021,Moderna,156041
Germany,2/22/2021,Oxford/AstraZeneca,226650
Germany,2/22/2021,Pfizer/BioNTech,4951491
Germany,2/23/2021,Johnson&Johnson,16
Germany,2/23/2021,Moderna,163199
Germany,2/23/2021,Oxford/AstraZeneca,254149
Germany,2/23/2021,Pfizer/BioNTech,5084018
Germany,2/24/2021,Johnson&Johnson,17
Germany,2/24/2021,Moderna,170974
Germany,2/24/2021,Oxford/AstraZeneca,289564
Germany,2/24/2021,Pfizer/BioNTech,5216857
Germany,2/25/2021,Johnson&Johnson,17
Germany,2/25/2021,Moderna,177695
Germany,2/25/2021,Oxford/AstraZeneca,341128
Germany,2/25/2021,Pfizer/BioNTech,5348071
Germany,2/26/2021,Johnson&Johnson,17
Germany,2/26/2021,Moderna,186560
Germany,2/26/2021,Oxford/AstraZeneca,401914
Germany,2/26/2021,Pfizer/BioNTech,5488429
Germany,2/27/2021,Johnson&Johnson,17
Germany,2/27/2021,Moderna,190762
Germany,2/27/2021,Oxford/AstraZeneca,453438
Germany,2/27/2021,Pfizer/BioNTech,5581263
Germany,2/28/2021,Johnson&Johnson,17
Germany,2/28/2021,Moderna,194713
